	[운동 강도 자동 조절 / 체감 난이도(RPE) 측정 방식] — 한 세트(연속해서 들기 한 묶음) 끝나고 "몇 번 더 들 수 있었나"(전문용어로 RIR=남은 여력)로 강도를 측정. 1번 더 들 수 있었으면 난이도(전문용어로 RPE, 0~10단계) 9점, 2번이면 8점 (10점이 한계) (적용: 한 세트 끝난 직후)	Zourdos 2016 (Tuchscherer RPE 검증)	https://pubmed.ncbi.nlm.nih.gov/26049792/
	[운동 강도 자동 조절 / 적정 무게 자동 계산] — 들 횟수와 체감 난이도로 본인 최대 무게(1RM=한 번에 들 수 있는 최대) 대비 몇 %인지 자동 계산. 예: 거의 한계로 3번 들기=최대 무게의 88%, 꽤 힘들게 5번 들기=80% (적용: 운동 시작 전 / 한 세트 끝난 직후)	Tuchscherer / PowerliftingToWin	https://www.powerliftingtowin.com/a-review-of-mike-tuchscherer-reactive-training-systems-rts/
	[운동 강도 자동 조절 / 피로 누적률 (운동 종료 시점 자동 판단)] — 가장 무거운 세트(톱셋, 거의 한계 강도)를 끝낸 뒤 무게를 조금 줄여서 같은 난이도가 될 때까지 추가 세트(백오프 세트)를 누적. 정해진 누적량에 도달하면 운동 종료 (적용: 운동 진행 중)	Tuchscherer / All Things Gym	https://www.allthingsgym.com/mike-tuchscherer-auto-regulation-fundamentals-fatigue-percentages/
	[운동 강도 자동 조절 / 남은 여력 예측 정확도 보정] — 사용자는 "몇 번 더 들 수 있었나"를 평균 1번 정도 적게 말하는 경향이 있음 (특히 여력이 3번 이상 남았다고 입력할 때 더 부정확) (적용: 한 세트 끝난 직후)	MASS Research / Bastos 2024	https://pmc.ncbi.nlm.nih.gov/articles/PMC11127506/
	[운동 강도 자동 조절 / 초보자용 그림형 난이도 척도(OMNI-RES)] — 0~10 그림으로 보여주는 난이도 척도. 기존 척도와 거의 동일한 정확도(상관관계 0.94~0.97). 초보자, 노인, 재활 환자에게 검증됨 (적용: 처음 앱을 설정할 때)	Robertson 2003	https://pubmed.ncbi.nlm.nih.gov/12569225/
	[운동 강도 자동 조절 / 들 횟수와 체감 난이도로 본인 최대 무게 대비 몇 %인지 찾아주는 표 (Tuchscherer RTS 기준)] — Tuchscherer RTS 변환표. 각 칸은 최대 무게(1RM=한 번에 들 수 있는 최대 무게) 대비 %. 1번: 체감 난이도(RPE, 0~10단계로 10이 한계) 10=100%, 9=95.5%, 8=92.2% / 5번: RPE 10=86.3%, 9=83.7%, 8=81.1% / 8번: RPE 10=78.6%, 9=76.2%, 8=74.0% / 12번: RPE 10=71.3%, 9=70.3%, 8=67.5%. 전체 표는 RPE 6.5~10, 횟수 1~12 조합 포함 (적용: 세션 시작 전 무게를 정할 때 / 한 세트 끝난 직후 실제 강도 확인할 때)	Tuchscherer / RTS · PowerliftingToWin 정리	https://www.powerliftingtowin.com/a-review-of-mike-tuchscherer-reactive-training-systems-rts/
	[운동 강도 자동 조절 / 체감 난이도(RPE)와 남은 여력(RIR) 사이의 대응 관계 정의] — RPE(체감 난이도, 0~10단계로 10이 한계) 10 = RIR(남은 여력, 몇 번 더 들 수 있는지) 0(완전 실패), 9.5 = 0.5번, 9 = 1번, 8.5 = 1.5번, 8 = 2번, 7.5 = 2.5번, 7 = 3번, 6.5 = 3.5번 남은 여력. RPE 6 이하는 워밍업 수준 (적용: 한 세트 끝난 직후)	Zourdos 2016 (RIR-based RPE Scale, J Strength Cond Res 30(1):267-275)	https://pubmed.ncbi.nlm.nih.gov/26049792/
	[운동 강도 자동 조절 (RPE=체감 난이도, 0~10단계) / RPE 변환표의 정확도 한계와 개인별 보정 필요성] — 이 표는 Tuchscherer 코칭 경험에서 나온 것으로, Zourdos 2016 연구에서 남은 여력(RIR) 대응 관계는 검증됐지만 각 칸의 1RM(한 번에 들 수 있는 최대 무게) 대비 % 수치는 ±2~5%p 오차가 있음. 경험자일수록 최대 무게 근처에서 RPE(체감 난이도, 0~10단계)를 더 정확하게 입력함. 초보자 또는 여력이 3번 이상 남은 구간에서는 실제보다 낮게 입력하는 경향 있음 (A04와 동일한 보정 필요) (적용: 세션 끝난 후 개인 수치 보정 시)	Zourdos 2016 / Helms 2017 RPE accuracy	https://pubmed.ncbi.nlm.nih.gov/26049792/
	[운동 강도 자동 조절 / 한 세트 끝난 뒤 다음 세트 무게를 즉시 조정하는 방법 (Helms 기준)] — 목표 체감 난이도(RPE)와 실제 RPE 차이 0.5점당 무게를 ±2% 조정 (1점 차이=±4%, 2점 차이=±8%). 같은 세션의 바로 다음 세트에 즉시 반영 (적용: 한 세트 끝난 직후)	Helms (Muscle and Strength Pyramid) / Ripped Body	https://rippedbody.com/rpe/
	[운동 강도 자동 조절 / 한 세트 끝난 뒤 다음 세트 무게를 즉시 조정하는 방법 (RTS 기준)] — RTS 차트 기준: 여러 관절 동시 사용 운동(컴파운드, 예: 스쿼트·데드리프트)은 체감 난이도(RPE) 1점 차이당 4~5% 조정, 한 관절만 쓰는 운동(아이솔레이션, 예: 이두컬)이나 횟수가 8번 초과인 구간은 2~3% 조정. RPE가 목표보다 2점 이상 높으면 즉시 -7~10% 내리거나 운동 중단 (적용: 한 세트 끝난 직후)	Tuchscherer Reactive Training Systems / Exodus Strength 분석	https://www.exodus-strength.com/forum/viewtopic.php?t=2967
	[운동 강도 자동 조절 / 세션이 거듭될수록 같은 무게가 점점 힘들거나 쉬워질 때 무게를 조정하는 방법] — 같은 무게·횟수인데 체감 난이도(RPE)가 2주 이상 연속으로 +1점씩 올라가면 회복이 부족한 것. 다음 세션에서 -5% 내리거나 가볍게 훈련하는 디로드 주를 실시. 반대로 RPE가 -1점씩 내려가면 적응 완료된 것으로 +2.5~5% 올림 (적용: 세션 시작 시)	Tuchscherer "Deloading Effectively" / Helms 자율조절 원칙	https://store.reactivetrainingsystems.com/blogs/advanced-concepts/deloading-effectively
	[운동 강도 자동 조절 / 최대 무게의 85% 이상 고강도 구간에서 무게 조정을 더 보수적으로 하는 방법] — 고강도 구간(5번 미만, 최대 무게(1RM=한 번에 들 수 있는 최대 무게) 대비 85% 이상)에서는 체감 난이도(RPE) 1점 오차가 실제 무게 변화에 4.5%나 영향을 줌. 이 구간에서는 여러 관절 동시 사용 운동(컴파운드) 기준으로 -5% 더 낮춰 잡음. 횟수가 10번 초과인 저강도 구간에서는 2~3%만 조정 (적용: 한 세트 끝난 직후)	Tuchscherer RPE 차트 (RM 간격: 1-2RM 4.5% → 9-10RM 2.3%)	https://www.exodus-strength.com/forum/viewtopic.php?t=2967
	[주간 운동량 기준 / 회복 가능 최대 운동량 (이 이상은 무리)] — 근육 부위당 일주일에 18~25세트 이상. 넘으면 과훈련 신호(수면 악화, 식욕 저하, 관절통, 같은 무게가 더 힘들게 느껴짐)가 나타남 (적용: 주 단위로 적용)	Israetel	https://propanefitness.com/maximum-recoverable-volume/
