	[운동 강도 자동 조절 / 적정 무게 자동 계산] — 들 횟수와 체감 난이도로 본인 최대 무게(1RM=한 번에 들 수 있는 최대) 대비 몇 %인지 자동 계산. 예: 거의 한계로 3번 들기=최대 무게의 88%, 꽤 힘들게 5번 들기=80% (적용: 운동 시작 전 / 한 세트 끝난 직후)	Tuchscherer / PowerliftingToWin	https://www.powerliftingtowin.com/a-review-of-mike-tuchscherer-reactive-training-systems-rts/
	[운동 강도 자동 조절 / 체감 강도 조절 vs 고정 무게 비교] — 체감 난이도에 따라 무게를 조절하는 방식이 늘 정해진 비율로 드는 방식보다 장기 근력 향상에 더 좋음 (근육 키우기는 차이가 거의 없음) (적용: 운동 시작 전)	MASS Research	https://massresearchreview.com/2023/05/22/rpe-and-rir-the-complete-guide/
	[운동 강도 자동 조절 / 들 횟수와 체감 난이도로 본인 최대 무게 대비 몇 %인지 찾아주는 표 (Tuchscherer RTS 기준)] — Tuchscherer RTS 변환표. 각 칸은 최대 무게(1RM=한 번에 들 수 있는 최대 무게) 대비 %. 1번: 체감 난이도(RPE, 0~10단계로 10이 한계) 10=100%, 9=95.5%, 8=92.2% / 5번: RPE 10=86.3%, 9=83.7%, 8=81.1% / 8번: RPE 10=78.6%, 9=76.2%, 8=74.0% / 12번: RPE 10=71.3%, 9=70.3%, 8=67.5%. 전체 표는 RPE 6.5~10, 횟수 1~12 조합 포함 (적용: 세션 시작 전 무게를 정할 때 / 한 세트 끝난 직후 실제 강도 확인할 때)	Tuchscherer / RTS · PowerliftingToWin 정리	https://www.powerliftingtowin.com/a-review-of-mike-tuchscherer-reactive-training-systems-rts/
	[운동 강도 자동 조절 / 운동 종목과 근육 크기에 따라 표 수치를 조정하는 방법] — 한 관절만 쓰는 운동(아이솔레이션, 예: 이두컬), 작은 근육군, 횟수가 많은 구간에서는 같은 체감 난이도(RPE)라도 실제 최대 무게(1RM) 대비 %가 표보다 낮음. 스쿼트·벤치프레스는 표에 가깝고, 데드리프트는 RPE 9~10에서 +1~2%p 더 높음. 8번 초과 횟수 구간이나 팔·어깨 단관절 운동은 -3~5%p 낮춰 적용 (적용: 세션 시작 전 무게를 추천할 때)	Helms RPE accuracy 시리즈 (MASS) / Tuchscherer 종목별 차트	https://massresearchreview.com/2023/05/22/rpe-and-rir-the-complete-guide/
	[운동 강도 자동 조절 / 세션이 거듭될수록 같은 무게가 점점 힘들거나 쉬워질 때 무게를 조정하는 방법] — 같은 무게·횟수인데 체감 난이도(RPE)가 2주 이상 연속으로 +1점씩 올라가면 회복이 부족한 것. 다음 세션에서 -5% 내리거나 가볍게 훈련하는 디로드 주를 실시. 반대로 RPE가 -1점씩 내려가면 적응 완료된 것으로 +2.5~5% 올림 (적용: 세션 시작 시)	Tuchscherer "Deloading Effectively" / Helms 자율조절 원칙	https://store.reactivetrainingsystems.com/blogs/advanced-concepts/deloading-effectively
	[주간 운동량 기준 / 유지 운동량 (현 근육량 유지)] — 근육 부위당 일주일에 6세트 정도가 지금 가진 근육량을 유지하는 최소량 (적용: 주 단위로 적용)	Israetel / RP Strength	https://rpstrength.com/blogs/articles/training-volume-landmarks-muscle-growth
	[주간 운동량 기준 / 성장 시작 운동량 (이만큼은 해야 큰다)] — 근육이 자라기 시작하는 최소 주간 세트 수. 가슴 8세트, 등 10세트, 다리 6~8세트 등 부위마다 다름 (적용: 주 단위로 적용)	Israetel	https://drmikeisraetel.com/dr-mike-israetel-mv-mev-mav-mrv-explained/
	[주간 운동량 기준 / 최적 성장 운동량 (잘 크는 구간)] — 성장 시작량과 회복 한계량 사이의 "잘 크는 구간". 매주 1~2세트씩 천천히 늘려야 함 (적용: 주 단위로 적용)	Israetel / RP	https://rpstrength.com/blogs/articles/training-volume-landmarks-muscle-growth
	[주간 운동량 기준 / 회복 가능 최대 운동량 (이 이상은 무리)] — 근육 부위당 일주일에 18~25세트 이상. 넘으면 과훈련 신호(수면 악화, 식욕 저하, 관절통, 같은 무게가 더 힘들게 느껴짐)가 나타남 (적용: 주 단위로 적용)	Israetel	https://propanefitness.com/maximum-recoverable-volume/
	[주간 운동량 기준 / 운동량과 근성장 관계 연구 종합] — 주당 10세트 이상이 1세트보다 효과 큼(효과 크기 0.44 vs 0.24). 12~20세트 권장. 20세트 넘으면 추가 효과 거의 없음 (적용: 운동 시작 전)	Schoenfeld / Krieger	https://www.strongerbyscience.com/volume/
	[세트, 횟수, 무게 처방 / 최대 반복 횟수와 본인 최대 무게 비율 변환표] — 가능한 최대 횟수와 본인 최대 무게의 비율을 변환하는 표 (예: 5번이 한계인 무게=최대의 87%, 8번이 한계=80%, 10번이 한계=75%, 12번이 한계=67%) (적용: 운동 시작 전)	NSCA Essentials 4판	https://www.nsca.com/contentassets/61d813865e264c6e852cadfe247eae52/nsca_training_load_chart.pdf
	[세트, 횟수, 무게 처방 / 목표별 횟수 범위] — 근력 향상은 최대의 85% 이상 무게로 1~6번, 근육 키우기는 67~85%로 6~12번, 근지구력은 67% 이하로 12번 이상 (단 근육 키우기는 6~30번까지 폭넓게 가능) (적용: 운동 시작 전)	Schoenfeld 2021 / NSCA	https://pmc.ncbi.nlm.nih.gov/articles/PMC7927075/
	[세트, 횟수, 무게 처방 / 단계별 처방 (NSCA 기준)] — 근육 키우기 단계: 최대의 50~75% 무게, 8~20번, 3~6세트 / 근력 향상 단계: 80~95% 무게, 2~6번, 2~6세트 (적용: 운동 시작 전)	NSCA / Bompa	https://www.nsca.com/education/articles/nsca-coach/using-intensity-based-on-sets-and-repetitions-over-50-years-of-experience-a-brief-overview-of-load-setting-and-programming-strategy/
